country,ISO3,year,HIVDeathRate,CivilWarDummy,OPENLag,GDPGrowthLag,POLITYLag,POLITYSQLag,InterstateWarLag,PolityLag,BatDeaths1000Lag,GDPLagK
Cape Verde,CPV,1999,,0,66.713478,7.0894918,,,0,,0,4.942627
Cape Verde,CPV,2000,,0,72.24575,8.6112785,,,0,,0,5.3682504
Cape Verde,CPV,2001,,0,66.20871,9.8726158,,,0,,0,5.8982368
Cape Verde,CPV,2002,,0,63.123203,2.020942,,,0,,0,6.017437
Cape Verde,CPV,2003,,0,70.221634,4.5975437,,,0,,0,6.2940912
Cape Verde,CPV,2004,,0,62.359283,4.385241,,,0,,0,6.5701027
Cape Verde,CPV,2005,,0,66.851906,.42683092,,,0,,0,6.5981455
Cape Verde,CPV,2006,,0,67.186905,3.8221664,,,0,,0,6.850338
Cape Verde,CPV,2007,,0,74.365433,9.1014738,,,0,,0,7.4738193
Cayman Islands,CYM,1978,,0,,,,,,,,
Cayman Islands,CYM,1979,,0,,,,,0,,0,
Cayman Islands,CYM,1980,,0,,,,,0,,0,
Cayman Islands,CYM,1981,,0,,,,,0,,0,
Cayman Islands,CYM,1982,,0,,,,,0,,0,
Cayman Islands,CYM,1983,,0,,,,,0,,0,
Cayman Islands,CYM,1984,,0,,,,,0,,0,
Cayman Islands,CYM,1985,,0,,,,,0,,0,
Cayman Islands,CYM,1986,,0,,,,,0,,0,
Cayman Islands,CYM,1987,,0,,,,,0,,0,
Cayman Islands,CYM,1988,,0,,,,,0,,0,
Cayman Islands,CYM,1989,,0,,,,,0,,0,
Cayman Islands,CYM,1990,,0,,,,,0,,0,
Cayman Islands,CYM,1991,,0,,,,,0,,0,
Cayman Islands,CYM,1992,,0,,,,,0,,0,
Cayman Islands,CYM,1993,,0,,,,,0,,0,
Cayman Islands,CYM,1994,,0,,,,,0,,0,
Cayman Islands,CYM,1995,,0,,,,,0,,0,
Cayman Islands,CYM,1996,,0,,,,,0,,0,
Cayman Islands,CYM,1997,,0,,,,,0,,0,
Cayman Islands,CYM,1998,,0,,,,,0,,0,
Cayman Islands,CYM,1999,,0,,,,,0,,0,
Cayman Islands,CYM,2000,,0,,,,,0,,0,
Cayman Islands,CYM,2001,,0,,,,,0,,0,
Cayman Islands,CYM,2002,,0,,,,,0,,0,
Cayman Islands,CYM,2003,,0,,,,,0,,0,
Cayman Islands,CYM,2004,,0,,,,,0,,0,
Cayman Islands,CYM,2005,,0,,,,,0,,0,
Cayman Islands,CYM,2006,,0,,,,,0,,0,
Cayman Islands,CYM,2007,,0,,,,,0,,0,
Central African Republic,CAF,1978,,0,,,,,,,,
Central African Republic,CAF,1979,,0,,,,,0,,0,
Central African Republic,CAF,1980,,0,,,,,0,,0,
Central African Republic,CAF,1981,,0,55.818104,-7.2711234,-7,49,0,3,0,1.2393492
Central African Republic,CAF,1982,,0,52.1325,-4.7875566,-7,49,0,3,0,1.1800146
Central African Republic,CAF,1983,,0,42.5812,6.2801523,-7,49,0,3,0,1.2541214
Central African Republic,CAF,1984,,0,46.658119,-12.139978,-7,49,0,3,0,1.1018714
Central African Republic,CAF,1985,,0,43.672611,6.3926778,-7,49,0,3,0,1.1723105
Central African Republic,CAF,1986,,0,43.669899,.66600591,-7,49,0,3,0,1.1801181
Central African Republic,CAF,1987,,0,42.681034,1.6968548,-7,49,0,3,0,1.200143
Central African Republic,CAF,1988,,0,45.866501,-7.6642394,-7,49,0,3,0,1.1081611
Central African Republic,CAF,1989,,0,45.979145,-.4579705,-7,49,0,3,0,1.1030861
Central African Republic,CAF,1990,.18469366,0,45.087723,-.70854801,-7,49,0,3,0,1.0952702
Central African Republic,CAF,1991,.13488945,0,44.932835,-5.1114116,-7,49,0,3,0,1.0392864
Central African Republic,CAF,1992,.14692716,0,47.025467,-3.3854625,-6,36,0,4,0,1.0041018
Central African Republic,CAF,1993,.14888823,0,48.494717,-5.2044182,-6,36,0,4,0,.9518441
Central African Republic,CAF,1994,.16613491,0,51.638119,-4.3120294,5,25,0,15,0,.91080034
Central African Republic,CAF,1995,.18338041,0,45.919231,-.53696048,5,25,0,15,0,.90590966
Central African Republic,CAF,1996,.2041122,0,48.060131,2.5004492,5,25,0,15,0,.92856151
Central African Republic,CAF,1997,.22829358,0,44.116272,-7.1940913,5,25,0,15,.055,.86175996
Central African Republic,CAF,1998,.26062819,0,48.889931,3.2932615,5,25,0,15,.141,.89013994
Central African Republic,CAF,1999,.28948122,0,46.22084,1.3524466,5,25,0,15,0,.90217859
Central African Republic,CAF,2000,.31543452,0,40.941277,1.2934597,5,25,0,15,0,.91384792
Central African Republic,CAF,2001,.34960243,0,42.549484,.49373472,5,25,0,15,0,.91835994
Central African Republic,CAF,2002,.37524295,1,36.838413,.12164638,5,25,0,15,0,.91947705
Central African Republic,CAF,2003,.38489276,0,37.291653,-2.542381,5,25,0,15,0,.89610046
Central African Republic,CAF,2004,.4168359,0,32.508289,-6.9311714,-1,1,0,9,0,.83399016
Central African Republic,CAF,2005,.44734147,0,32.378845,-.36657417,-1,1,0,9,0,.83093297
Central African Republic,CAF,2006,.44662333,0,33.49641,-.44122139,-1,1,0,9,0,.82726675
Central African Republic,CAF,2007,.40199608,0,34.57061,2.1637444,-1,1,0,9,.045000002,.84516668
Central African Republic,,2008,,0,35.054283,2.1860204,-1,1,0,9,0,.86364222
Chad,TCD,1978,,0,,,,,,,,
Chad,TCD,1979,,1,,,,,0,,1.511,
Chad,TCD,1980,,0,,,,,0,,1.511,
Chad,TCD,1981,,0,45.645741,-6.0077529,0,0,0,10,1.511,1.1762307
Chad,TCD,1982,,1,45.644623,1.1791179,0,0,0,10,1.511,1.1901
Chad,TCD,1983,,0,45.645618,.52277333,0,0,0,10,1.511,1.1963214
Chad,TCD,1984,,0,45.646988,10.107405,0,0,1,10,1.881,1.3172386
Chad,TCD,1985,,0,45.641266,1.0107894,-4,16,0,6,1.511,1.3305529
Chad,TCD,1986,,0,45.648602,20.915337,-7,49,0,3,0,1.6088426
Chad,TCD,1987,,0,45.651093,-6.8634162,-7,49,0,3,1.512,1.4984211
Chad,TCD,1988,,0,45.624119,-5.530961,-7,49,1,3,10.012,1.4155439
Chad,TCD,1989,,1,45.670605,11.79748,-7,49,0,3,0,1.5825425
Chad,TCD,1990,.23369113,1,45.658585,1.3053584,-7,49,0,3,.80000001,1.6032003
Chad,TCD,1991,.17616326,1,45.543495,-5.7700243,-7,49,0,3,5.8000002,1.5106953
Chad,TCD,1992,.15370093,1,45.810387,4.5976958,-5,25,0,5,.2,1.5801525
Chad,TCD,1993,.15964228,1,45.62228,3.4162152,-4,16,0,6,0,1.6341339
Chad,TCD,1994,.16137488,1,45.205002,-1.0258366,-4,16,0,6,0,1.6173704
Chad,TCD,1995,.17479354,0,46.627663,.060519803,-4,16,0,6,0,1.6183491
Chad,TCD,1996,.18833873,0,47.054302,.8449645,-4,16,0,6,0,1.6320237
Chad,TCD,1997,.20658191,1,49.296329,-12.864305,-2,4,0,8,0,1.4220752
Chad,TCD,1998,.21844329,1,54.893833,1.396397,-2,4,0,8,.1,1.441933
Chad,TCD,1999,.24086507,1,55.454308,5.7785077,-2,4,0,8,.11,1.5252551
Chad,TCD,2000,.26131237,1,49.45805,-1.2932812,-2,4,0,8,.064999998,1.5055293
Chad,TCD,2001,.2879965,1,55.684792,-4.0475521,-2,4,0,8,.55299997,1.4445922
Chad,TCD,2002,.31018823,1,64.267876,-2.5855658,-2,4,0,8,.1,1.4072413
Chad,TCD,2003,.33204222,0,79.738884,.23349719,-2,4,0,8,.41800001,1.4105272
Chad,TCD,2004,.33978179,0,72.271606,14.756096,-2,4,0,8,0,1.6186661
Chad,TCD,2005,.33793649,1,78.866852,44.280968,-2,4,0,8,0,2.335427
Chad,TCD,2006,.38211039,1,80.956619,3.6354439,-2,4,0,8,.1,2.42033
Chad,TCD,2007,.37162155,1,79.918839,.58450848,-2,4,0,8,1.4,2.4344771
Chad,,2008,,1,72.392876,.18497786,-2,4,0,8,1.044,2.4389806
Channel Islands,CHI,1978,,0,,,,,,,,
Channel Islands,CHI,1979,,0,,,,,0,,0,
Channel Islands,CHI,1980,,0,,,,,0,,0,
Channel Islands,CHI,1981,,0,,,,,0,,0,
Channel Islands,CHI,1982,,0,,,,,0,,0,
Channel Islands,CHI,1983,,0,,,,,0,,0,
Channel Islands,CHI,1984,,0,,,,,0,,0,
Channel Islands,CHI,1985,,0,,,,,0,,0,
Channel Islands,CHI,1986,,0,,,,,0,,0,
Channel Islands,CHI,1987,,0,,,,,0,,0,
Channel Islands,CHI,1988,,0,,,,,0,,0,
Channel Islands,CHI,1989,,0,,,,,0,,0,
Channel Islands,CHI,1990,,0,,,,,0,,0,
Channel Islands,CHI,1991,,0,,,,,0,,0,
Channel Islands,CHI,1992,,0,,,,,0,,0,
Channel Islands,CHI,1993,,0,,,,,0,,0,
Channel Islands,CHI,1994,,0,,,,,0,,0,
Channel Islands,CHI,1995,,0,,,,,0,,0,
Channel Islands,CHI,1996,,0,,,,,0,,0,
Channel Islands,CHI,1997,,0,,,,,0,,0,
Channel Islands,CHI,1998,,0,,,,,0,,0,
Channel Islands,CHI,1999,,0,,,,,0,,0,
Channel Islands,CHI,2000,,0,,,,,0,,0,
Channel Islands,CHI,2001,,0,,,,,0,,0,
Channel Islands,CHI,2002,,0,,,,,0,,0,
Channel Islands,CHI,2003,,0,,,,,0,,0,
Channel Islands,CHI,2004,,0,,,,,0,,0,
Channel Islands,CHI,2005,,0,,,,,0,,0,
Channel Islands,CHI,2006,,0,,,,,0,,0,
Channel Islands,CHI,2007,,0,,,,,0,,0,
Chile,CHL,1978,,0,,,,,,,,
Chile,CHL,1979,,0,,,,,0,,0,
Chile,CHL,1980,,0,,,,,0,,0,
Chile,CHL,1981,,0,40.45372,4.7369285,-7,49,0,3,0,7.9078841
Chile,CHL,1982,,0,39.485596,3.3489704,-7,49,0,3,0,8.1727171
Chile,CHL,1983,,0,38.598106,-16.184113,-7,49,0,3,0,6.8500352
Chile,CHL,1984,,0,37.033928,-5.0737014,-6,36,0,4,0,6.5024848
Chile,CHL,1985,,0,36.969002,4.7074065,-6,36,0,4,0,6.8085833
Chile,CHL,1986,,0,37.709518,-.14573327,-6,36,0,4,0,6.7986612
Chile,CHL,1987,,0,39.154572,3.6434307,-6,36,0,4,0,7.0463657
Chile,CHL,1988,,0,40.829136,4.3889441,-6,36,0,4,0,7.3556266
Chile,CHL,1989,,0,42.566647,5.5936918,-1,1,0,9,0,7.7670774
Chile,CHL,1990,,0,45.735035,9.0952854,8,64,0,18,0,8.4735155
Chile,CHL,1991,,0,47.40527,1.9645414,8,64,0,18,0,8.6399813
Chile,CHL,1992,.073171787,0,48.612999,5.9166875,8,64,0,18,0,9.1511812
Chile,CHL,1993,,0,50.468716,10.514848,8,64,0,18,0,10.113415
Chile,CHL,1994,.14123653,0,50.635429,5.4334784,8,64,0,18,0,10.662925
Chile,CHL,1995,,0,52.983334,4.5205097,8,64,0,18,0,11.144943
Chile,CHL,1996,,0,55.399372,9.6750021,8,64,0,18,0,12.223217
Chile,CHL,1997,.1686036,0,57.424885,6.3873377,8,64,0,18,0,13.003955
Chile,CHL,1998,,0,60.076401,5.6302385,8,64,0,18,0,13.73611
Chile,CHL,1999,,0,61.564266,2.0002079,8,64,0,18,0,14.01086
Chile,CHL,2000,,0,61.730335,-1.1361961,8,64,0,18,0,13.851669
Chile,CHL,2001,,0,63.098869,3.3044758,9,81,0,19,0,14.309395
Chile,CHL,2002,.21129571,0,64.448013,2.5877566,9,81,0,19,0,14.679687
Chile,CHL,2003,.20897293,0,64.257133,1.032462,9,81,0,19,0,14.831249
Chile,CHL,2004,.20673354,0,66.570839,2.853379,9,81,0,19,0,15.25444
Chile,CHL,2005,.24547251,0,71.871208,5.7352028,9,81,0,19,0,16.129314
Chile,CHL,2006,.22313267,0,74.138596,5.1854568,9,81,0,19,0,16.965691
Chile,CHL,2007,.22095545,0,76.352684,3.5788476,10,100,0,20,0,17.572868
Chile,,2008,,0,80.089279,4.5996695,10,100,0,20,0,18.381163
China,CHN,1978,,0,,,,,,,,
China,CHN,1979,,0,,,,,1,,.055,
China,CHN,1980,,0,,,,,1,,45,
China,CHN,1981,,0,25.496527,3.1043644,-7,49,1,3,.2,1.1332102
China,CHN,1982,,0,26.953209,6.4206328,-7,49,1,3,0,1.2059695
China,CHN,1983,,0,24.069626,6.9603715,-7,49,0,3,0,1.2899095
China,CHN,1984,,0,23.538988,4.8383765,-7,49,1,3,0,1.3523201
China,CHN,1985,,0,25.572195,9.4124498,-7,49,1,3,.5,1.4796065
China,CHN,1986,,0,30.135971,2.0688596,-7,49,0,3,0,1.5102175
China,CHN,1987,,0,27.782896,5.821187,-7,49,1,3,0,1.5981301
China,CHN,1988,,0,24.530571,10.782743,-7,49,1,3,0,1.7704524
China,CHN,1989,,0,26.846022,2.9480982,-7,49,1,3,.1,1.8226471
China,CHN,1990,,0,26.973301,.62751198,-7,49,0,3,0,1.8340844
China,CHN,1991,,0,23.819777,5.1830182,-7,49,0,3,0,1.9291452
China,CHN,1992,,0,25.013788,8.5418625,-7,49,0,3,0,2.0939302
China,CHN,1993,,0,26.548382,11.83406,-7,49,0,3,0,2.3417273
China,CHN,1994,,0,30.07358,10.794046,-7,49,0,3,0,2.5944943
China,CHN,1995,,0,31.629326,10.185376,-7,49,0,3,0,2.8587534
China,CHN,1996,,0,31.072544,7.6889458,-7,49,0,3,0,3.0785613
China,CHN,1997,,0,28.262793,9.1807079,-7,49,0,3,0,3.3611951
China,CHN,1998,.10628576,0,30.388704,7.4974971,-7,49,0,3,0,3.6132004
China,CHN,1999,.070190266,0,29.683182,6.6732836,-7,49,0,3,0,3.8543196
China,CHN,2000,.095038585,0,32.890385,6.4489841,-7,49,0,3,0,4.1028843
China,CHN,2001,.11793844,0,38.707577,7.5842819,-7,49,0,3,0,4.4140587
China,CHN,2002,.132771,0,39.608154,6.9454966,-7,49,0,3,0,4.7206368
China,CHN,2003,.17851599,0,47.017662,7.5095849,-7,49,0,3,0,5.0751367
China,CHN,2004,.20830801,0,54.480957,7.791923,-7,49,0,3,0,5.4705877
China,CHN,2005,.23778112,0,62.649811,8.4331207,-7,49,0,3,0,5.9319286
China,CHN,2006,.25934005,0,67.245903,9.2897787,-7,49,0,3,0,6.4829922
China,CHN,2007,.29583338,0,73.10537,10.02522,-7,49,0,3,0,7.1329265
China,,2008,,0,74.63166,10.309335,-7,49,0,3,0,7.8682833
Colombia,COL,1978,,1,,,,,,,,
Colombia,COL,1979,,1,,,,,0,,.2,
Colombia,COL,1980,,1,,,,,0,,.17,
Colombia,COL,1981,,1,24.337759,2.4697363,8,64,0,18,.2,5.4255991
Colombia,COL,1982,,1,22.911757,.28638536,8,64,0,18,.34,5.4411373
Colombia,COL,1983,,1,23.429125,-.90159816,8,64,0,18,.13,5.3920803
Colombia,COL,1984,,1,21.91659,-1.2223996,8,64,0,18,.25,5.3261676
Colombia,COL,1985,,1,21.805645,.8224051,8,64,0,18,.38,5.3699703
Colombia,COL,1986,,1,22.024321,.4313224,8,64,0,18,.5,5.3931317
Colombia,COL,1987,,1,23.676744,2.9395683,8,64,0,18,.30000001,5.5516672
Colombia,COL,1988,,1,24.056513,2.8988175,8,64,0,18,.2,5.7125998
Colombia,COL,1989,,1,23.755043,2.1079831,8,64,0,18,1.098,5.8330202
Colombia,COL,1990,.15082046,1,23.820015,1.2812465,8,64,0,18,.69199997,5.9077554
Colombia,COL,1991,.14779781,1,26.009109,2.0452306,8,64,0,18,1.069,6.0285826
Colombia,COL,1992,.14492753,1,27.720825,.050192248,9,81,0,19,1.12,6.0316086
Colombia,COL,1993,.14217874,1,31.383955,2.3944149,9,81,0,19,1.471,6.1760302
Colombia,COL,1994,.10233225,1,35.229954,2.5726924,9,81,0,19,1.112,6.3349204
Colombia,COL,1995,.13701259,1,36.765369,2.6227043,9,81,0,19,1.044,6.5010667
Colombia,COL,1996,.14113663,1,36.922417,3.1353805,7,49,0,17,.93699998,6.7048998
Colombia,COL,1997,.17159903,1,37.873657,1.0838504,7,49,0,17,1.092,6.7775712
Colombia,COL,1998,.17126843,1,38.327084,1.7097491,7,49,0,17,1.15,6.8934507
Colombia,COL,1999,.20423794,1,38.432102,-.81721544,7,49,0,17,1.4119999,6.8371162
Colombia,COL,2000,.2362937,1,35.565514,-4.0499129,7,49,0,17,1.326,6.5602188
Colombia,COL,2001,.28679505,1,36.719784,.91465622,7,49,0,17,1.469,6.6202221
Colombia,COL,2002,.27177438,1,37.708065,-.08511804,7,49,0,17,1.4630001,6.6145873
Colombia,COL,2003,.31170574,1,36.350803,-.053969722,7,49,0,17,2.5039999,6.6110177
Colombia,COL,2004,.31910366,1,36.957996,1.8068136,7,49,0,17,2.576,6.7304664
Colombia,COL,2005,.37305602,1,40.389935,3.0922148,7,49,0,17,3.1140001,6.9385867
Colombia,COL,2006,.34147498,1,43.839428,2.7118771,7,49,0,17,2.9189999,7.1267524
Colombia,COL,2007,.3713218,1,47.35664,4.3760066,7,49,0,17,2.957,7.4386196
Colombia,,2008,,1,51.22496,4.7669015,7,49,0,17,3.131,7.7932115
Comoros,COM,1978,,0,,,,,,,,
Comoros,COM,1979,,0,,,,,0,,0,
Comoros,COM,1980,,0,,,,,0,,0,
Comoros,COM,1981,,0,60.264484,1.8356211,-5,25,0,5,0,1.9960178
Comoros,COM,1982,,0,61.794971,6.0402656,-5,25,0,5,0,2.1165826
Comoros,COM,1983,,0,67.275009,2.1978681,-6,36,0,4,0,2.1631024
Comoros,COM,1984,,0,66.788895,2.4417348,-6,36,0,4,0,2.2159195
Comoros,COM,1985,,0,67.372467,-3.1318221,-6,36,0,4,0,2.1465211
Comoros,COM,1986,,0,64.255859,5.566895,-7,49,0,3,0,2.2660153
Comoros,COM,1987,,0,59.582134,2.5354753,-7,49,0,3,0,2.3234696
Comoros,COM,1988,,0,58.950596,-1.242159,-7,49,0,3,0,2.2946086
Comoros,COM,1989,,1,58.265804,2.3780785,-7,49,0,3,0,2.3491759
Comoros,COM,1990,,0,52.991016,-2.3690097,-7,49,0,3,.027000001,2.293524
Comoros,COM,1991,,0,48.737373,-3.3817611,4,16,0,14,0,2.2159624
Comoros,COM,1992,,0,52.430275,.18133071,4,16,0,14,0,2.2199807
Comoros,COM,1993,,0,65.994545,-6.7100816,4,16,0,14,0,2.071018
Comoros,COM,1994,,0,65.789764,3.2388361,4,16,0,14,0,2.1380949
Comoros,COM,1995,,0,61.792717,-7.4493766,4,16,0,14,0,1.9788203
Comoros,COM,1996,,0,64.83503,1.3735063,0,0,0,10,0,2.0059996
Comoros,COM,1997,,1,62.717907,-5.9195404,4,16,0,14,0,1.8872535
Comoros,COM,1998,,0,65.249664,2.8505607,4,16,0,14,.056000002,1.9410508
Comoros,COM,1999,,0,42.586483,-4.0769529,4,16,0,14,0,1.861915
Comoros,COM,2000,,0,45.103138,.95066053,-2,4,0,8,0,1.8796155
Comoros,COM,2001,,0,49.167816,.010036273,-1,1,0,9,0,1.8798043
Comoros,COM,2002,,0,45.557903,1.6383873,0,0,0,10,0,1.9106027
Comoros,COM,2003,,0,46.126221,.16946058,4,16,0,14,0,1.9138404
Comoros,COM,2004,,0,47.493103,-1.097531,4,16,0,14,0,1.8928355
Comoros,COM,2005,,0,44.954762,-2.7312579,6,36,0,16,0,1.8411372
Comoros,COM,2006,,0,47.199436,.62885088,6,36,0,16,0,1.8527153
Comoros,COM,2007,,0,47.663799,-2.469521,9,81,0,19,0,1.806962
Comoros,,2008,,0,45.305878,-3.3203573,9,81,0,19,0,1.7469645
"Congo, Rep.",COG,1978,,0,,,,,,,,
"Congo, Rep.",COG,1979,,0,,,,,0,,0,
"Congo, Rep.",COG,1980,,0,,,,,0,,0,
"Congo, Rep.",COG,1981,,0,146.3344,-2.0530746,-8,64,0,2,0,2.7425659
"Congo, Rep.",COG,1982,,0,193.39908,-6.2016029,-8,64,0,2,0,2.5724828
"Congo, Rep.",COG,1983,,0,219.84267,5.3922629,-8,64,0,2,0,2.7111981
"Congo, Rep.",COG,1984,,0,150.10995,37.410583,-8,64,0,2,0,3.7254729
"Congo, Rep.",COG,1985,,0,135.57831,11.93336,-8,64,0,2,0,4.1700468
"Congo, Rep.",COG,1986,,0,134.33147,-5.7280722,-8,64,0,2,0,3.9311838
"Congo, Rep.",COG,1987,,0,116.02049,-.27408597,-8,64,0,2,0,3.920409
"Congo, Rep.",COG,1988,,0,98.50071,4.4304304,-8,64,0,2,0,4.0941
"Congo, Rep.",COG,1989,,0,99.640572,4.5833654,-8,64,0,2,0,4.2817473
"Congo, Rep.",COG,1990,.12953293,0,98.27951,3.1359739,-8,64,0,2,0,4.4160218
"Congo, Rep.",COG,1991,.15485039,0,102.76489,-1.2359824,-8,64,0,2,0,4.3614411
"Congo, Rep.",COG,1992,.18844491,0,100.12832,-12.247874,-1,1,0,9,0,3.8272572
"Congo, Rep.",COG,1993,.22735283,1,97.594749,-.86273432,5,25,0,15,0,3.7942379
"Congo, Rep.",COG,1994,.27622336,1,111.81913,-8.4545908,5,25,0,15,0,3.4734507
"Congo, Rep.",COG,1995,.32715142,0,113.37915,-8.5296192,5,25,0,15,0,3.1771784
"Congo, Rep.",COG,1996,.37913835,0,106.6097,18.082005,5,25,0,15,0,3.7516761
"Congo, Rep.",COG,1997,.4262028,0,112.63209,-.35548601,5,25,0,15,0,3.7383394
"Congo, Rep.",COG,1998,.47773132,0,127.87811,-.50770015,-6,36,0,4,7,3.7193599
"Congo, Rep.",COG,1999,.51017493,0,127.84933,4.2892404,-6,36,0,4,0,3.8788922
"Congo, Rep.",COG,2000,.54978019,0,120.28055,-1.841445,-6,36,0,4,.60000002,3.8074644
"Congo, Rep.",COG,2001,.57420701,0,118.62498,.71053231,-6,36,0,4,0,3.8345177
"Congo, Rep.",COG,2002,.58690423,0,116.77567,-4.599247,-5,25,0,5,0,3.6581588
"Congo, Rep.",COG,2003,.59443617,0,113.4292,.74780786,-4,16,0,6,.116,3.6855149
"Congo, Rep.",COG,2004,.58843827,0,110.51299,-5.1191964,-4,16,0,6,0,3.496846
"Congo, Rep.",COG,2005,.54655248,0,126.61111,1.6918554,-4,16,0,6,0,3.5560076
"Congo, Rep.",COG,2006,.53457916,0,136.53969,3.5612979,-4,16,0,6,0,3.6826477
"Congo, Rep.",COG,2007,.4854506,0,162.90961,-3.4061482,-4,16,0,6,0,3.5572112
Congo Brazzaville,,2008,,0,165.33832,-6.1327109,-4,16,0,6,0,3.3390579
Costa Rica,CRI,1978,,0,,,,,,,,
Costa Rica,CRI,1979,,0,,,,,0,,0,
Costa Rica,CRI,1980,,0,,,,,0,,0,
Costa Rica,CRI,1981,,0,44.874454,-.59976816,10,100,0,20,0,8.4585619
Costa Rica,CRI,1982,,0,42.014122,-9.1625452,10,100,0,20,0,7.6835423
Costa Rica,CRI,1983,,0,39.989326,-10.397429,10,100,0,20,0,6.8846512
Costa Rica,CRI,1984,,0,41.356152,.88715738,10,100,0,20,0,6.9457288
Costa Rica,CRI,1985,,0,42.847324,4.0163136,10,100,0,20,0,7.2246914
Costa Rica,CRI,1986,,0,42.551468,-.79232562,10,100,0,20,0,7.167448
Costa Rica,CRI,1987,,0,44.652222,3.2412117,10,100,0,20,0,7.3997607
Costa Rica,CRI,1988,,0,51.72718,-.15060705,10,100,0,20,0,7.3886161
Costa Rica,CRI,1989,,0,51.873341,-.50128764,10,100,0,20,0,7.3515778
Costa Rica,CRI,1990,,0,58.03307,1.4912375,10,100,0,20,0,7.4612074
Costa Rica,CRI,1991,,0,61.664108,.50433111,10,100,0,20,0,7.4988365
Costa Rica,CRI,1992,,0,63.037888,-2.6631241,10,100,0,20,0,7.2991333
Costa Rica,CRI,1993,,0,69.720474,6.2596059,10,100,0,20,0,7.7560301
Costa Rica,CRI,1994,,0,72.613342,4.9710608,10,100,0,20,0,8.1415873
Costa Rica,CRI,1995,,0,72.829369,2.120563,10,100,0,20,0,8.3142347
Costa Rica,CRI,1996,,0,75.218727,.85972917,10,100,0,20,0,8.3857145
Costa Rica,CRI,1997,,0,78.343025,-1.8375069,10,100,0,20,0,8.2316256
Costa Rica,CRI,1998,,0,82.741188,3.9071784,10,100,0,20,0,8.5532513
Costa Rica,CRI,1999,.13021617,0,96.624397,5.7278886,10,100,0,20,0,9.0431719
Costa Rica,CRI,2000,.12726542,0,99.612961,4.5500536,10,100,0,20,0,9.4546404
Costa Rica,CRI,2001,,0,96.375389,.087681793,10,100,0,20,0,9.4629307
Costa Rica,CRI,2002,.081361465,0,89.739487,.8500917,10,100,0,20,0,9.5433741
Costa Rica,CRI,2003,.15962818,0,91.835861,1.3459997,10,100,0,20,0,9.6718283
Costa Rica,CRI,2004,.078375362,0,92.42392,3.6337197,10,100,0,20,0,10.023275
Costa Rica,CRI,2005,.15406321,0,96.295639,2.5753498,10,100,0,20,0,10.281409
Costa Rica,CRI,2006,.11366814,0,102.64733,4.011847,10,100,0,20,0,10.693884
Costa Rica,CRI,2007,.11205254,0,103.84728,6.5498037,10,100,0,20,0,11.394313
Costa Rica,,2008,,0,104.64929,3.8261282,10,100,0,20,0,11.830274
Cote d'Ivoire,CIV,1978,,0,,,,,,,,
Cote d'Ivoire,CIV,1979,,0,,,,,0,,0,
Cote d'Ivoire,CIV,1980,,0,,,,,0,,0,
Cote d'Ivoire,CIV,1981,,0,89.62384,-12.382867,-9,81,0,1,0,2.6242592
Cote d'Ivoire,CIV,1982,,0,90.639473,-.44953719,-9,81,0,1,0,2.6124625
Cote d'Ivoire,CIV,1983,,0,83.898613,11.75578,-9,81,0,1,0,2.9195776
Cote d'Ivoire,CIV,1984,,0,81.157104,-5.8089037,-9,81,0,1,0,2.7499821
Cote d'Ivoire,CIV,1985,,0,85.944962,.42462045,-9,81,0,1,0,2.7616591
Cote d'Ivoire,CIV,1986,,0,86.977615,3.337795,-9,81,0,1,0,2.8538377
Cote d'Ivoire,CIV,1987,,0,71.902802,.72656858,-9,81,0,1,0,2.8745728
Cote d'Ivoire,CIV,1988,,0,68.736603,-2.5602539,-9,81,0,1,0,2.8009765
Cote d'Ivoire,CIV,1989,,0,65.117653,-2.1620824,-9,81,0,1,0,2.740417
Cote d'Ivoire,CIV,1990,.11736853,0,60.495853,12.301805,-9,81,0,1,0,3.0775378
Cote d'Ivoire,CIV,1991,.12687939,0,63.445679,-6.0721245,-7,49,0,3,0,2.8906658
Cote d'Ivoire,CIV,1992,.13610935,0,62.302052,-6.2935386,-7,49,0,3,0,2.7087407
Cote d'Ivoire,CIV,1993,.1481521,0,62.203457,-1.8721865,-7,49,0,3,0,2.6580281
Cote d'Ivoire,CIV,1994,.1585996,0,59.002007,-5.608211,-7,49,0,3,0,2.5089602
Cote d'Ivoire,CIV,1995,.18408135,0,63.832325,-3.7327366,-6,36,0,4,0,2.4153073
Cote d'Ivoire,CIV,1996,.20917235,0,68.126884,2.9726493,-6,36,0,4,0,2.4871058
Cote d'Ivoire,CIV,1997,.24257152,0,79.971634,6.5176077,-6,36,0,4,0,2.6492059
Cote d'Ivoire,CIV,1998,.27922374,0,83.248367,1.8187052,-6,36,0,4,0,2.697387
Cote d'Ivoire,CIV,1999,.32283348,0,82.685928,1.8798789,-6,36,0,4,0,2.7480946
Cote d'Ivoire,CIV,2000,.37240517,0,83.611778,2.1654727,-1,1,0,9,0,2.8076038
Cote d'Ivoire,CIV,2001,.41223684,0,76.823715,-1.6737567,4,16,0,14,0,2.7606113
Cote d'Ivoire,CIV,2002,.46607903,1,73.115051,-7.3754425,4,16,0,14,0,2.5570042
Cote d'Ivoire,CIV,2003,.51413625,1,86.892021,-2.9328721,0,0,0,10,.611,2.4820106
